"thrush","cover","elevation","loc.x","loc.y"
1,14,548,54690.82653,294009.0833
1,14.4,553,59897.17492,294050.09926
1,21.9,556,65020.74603,303347.25686
0,15.3,537,70220.34193,303395.93166
1,53.7,606,65062.11052,298721.15315
1,31.8,607,70265.00468,298769.51985
1,27.9,515,65103.31174,294094.99211
1,32.2,581,70309.66662,294143.38484
1,27.9,536,39096.59207,289276.51598
1,22.3,555,39121.54507,284650.41927
1,25.5,498,39146.41083,280024.17215
1,16.1,533,44306.4796,289306.69222
1,22.7,516,49516.00543,289340.3848
1,11.2,485,44334.53063,284680.6322
1,24.5,482,49547.45789,284714.09553
1,11.8,474,44362.684,280054.39744
1,34.5,396,49578.90379,280087.90453
1,16.4,506,54725.6108,289377.53939
1,10,459,59935.18703,289418.41336
1,15.8,421,54760.35596,284751.29372
1,6.1,483,59973.15376,284792.41033
1,12.4,484,54795.11865,280125.09564
1,9.1,512,60011.26435,280166.40602
1,14.8,575,65144.77718,289463.34584
1,6.5,602,70354.38217,289511.94541
1,22.2,525,65186.19758,284837.37318
1,16.4,539,70399.03814,284885.79744
1,2.6,556,65227.37878,280211.62697
1,8.3,540,70443.69849,280260.11166
0,8.8,404,75131.60707,331215.29652
0,6.2,521,80311.37836,331270.58189
0,13.3,384,75179.65007,326589.40723
0,18.2,512,80362.61595,326645.01041
0,18.5,517,75227.6954,321963.28631
1,0.3,596,80414.05697,322019.21539
1,20.7,476,85491.14282,331330.22286
0,3,440,90670.795,331393.56114
0,8.5,500,85545.84783,326704.59662
0,11.9,475,90728.73976,326767.61215
1,14,554,85600.38922,322078.85058
0,11.3,518,90786.6904,322141.64505
0,19.2,512,95850.43702,331459.93999
0,11.4,436,101030.16201,331530.36284
1,16.5,524,95911.69725,326834.06174
0,10.6,478,101094.48291,326904.5275
0,9.3,528,95972.94915,322208.14284
1,16.6,492,101159.26425,322278.65865
0,2.9,396,106209.45266,331604.82053
0,13.7,417,106277.54348,326979.02773
0,11.3,496,106345.18044,322353.20165
1,8.5,449,75275.79254,317331.84614
0,10.9,453,80465.46552,317387.8297
0,14.3,416,75323.84084,312705.68764
0,11.8,456,80516.80381,312761.72529
0,10,420,75371.88633,308079.51865
0,4.8,466,80568.1569,308135.59618
0,6.1,475,85655.09436,317447.51541
0,4.7,515,90844.70654,317510.35822
0,5.6,480,85709.74772,312821.45588
0,9.6,508,90902.6552,312884.3456
1,12.9,524,85764.38766,308195.36145
0,8.2,637,90960.60605,308258.299
0,9.6,435,96034.26836,317576.90369
0,6.4,442,101223.78571,317647.16819
0,12.6,428,96095.52503,312950.9467
0,4.7,407,101288.22183,313021.56996
1,6.9,605,96156.77416,308324.95492
0,3.6,392,101352.88993,308395.94971
0,8.9,433,106413.23606,317721.76525
1,5.7,456,106481.21481,313096.2214
0,8.7,345,106548.95904,308470.65551
0,20.6,470,75419.95899,303447.80165
0,8.6,575,80619.47638,303504.04615
1,15.5,558,75467.93805,298821.41335
1,4.1,549,80670.82564,298877.82978
1,8.6,569,75515.91422,294195.30248
1,16.7,575,80722.11792,294251.74349
1,4.5,660,85819.07897,303563.98732
1,23.6,664,91018.60736,303626.9656
1,3.9,605,85873.68629,298937.94437
1,15,663,91076.52565,299000.95829
1,16.2,622,85928.29277,294311.89029
1,19.7,555,91134.45175,294374.94774
1,15.2,620,96218.08836,303693.67241
1,12.8,427,101417.63959,303764.41149
0,5.4,480,96279.32637,299067.70631
0,8.3,447,101481.94884,299138.48578
0,3.9,412,96340.56138,294441.73188
1,35.8,415,101546.61367,294512.85934
0,6,428,106616.78544,303839.1633
0,33.1,403,106684.87208,299213.29284
1,5.2,574,106752.60712,294587.71846
1,15,608,75563.94401,289563.88756
1,7.2,574,80773.46873,289620.36059
1,10.7,536,75611.92495,284937.76984
1,8.6,501,80824.76299,284994.27527
1,21.8,573,75659.90112,280312.10986
1,6,582,80876.11891,280368.45937
0,16.1,516,85982.96547,289680.54142
0,7.2,485,91192.43936,289743.63317
1,16.7,462,86037.57277,285054.48183
1,6.8,549,91250.35553,285117.60843
1,12.3,477,86092.19514,280428.47694
1,15.4,530,91308.27967,280491.59622
1,13.3,520,96401.86188,289810.45107
1,23.7,648,101611.2319,289881.62315
1,13.8,615,96463.09778,285184.46984
1,15.2,621,101675.90377,285255.37265
1,12.7,625,96524.33274,280558.4931
1,7.8,603,101740.33451,280629.11621
1,22.4,615,106820.54514,289956.5295
1,9.4,529,106888.28599,285330.32258
1,32.4,490,106956.26818,280704.11802
0,10.5,444,111389.03034,331682.67645
1,22.6,485,111460.20541,327056.93424
1,7.3,481,111531.37467,322431.15792
1,25.4,338,116568.44133,331763.94029
0,5.2,260,121747.89748,331849.22057
0,25.3,436,116642.92187,327138.24032
0,7.7,313,121825.58296,327223.25875
0,22.8,424,116717.40604,322512.51766
0,8.1,308,121903.38209,322597.58862
0,18.5,356,126926.93877,331938.52147
0,17.6,418,132106.26775,332031.22613
0,13.6,416,127008.16775,327312.62915
1,23.6,448,132190.68361,327405.7081
1,30.1,407,127089.27266,322687.01379
0,42,407,132275.09754,322780.15794
0,13.2,364,137285.41748,332127.31543
0,10,372,142464.38437,332227.39627
1,12.4,439,137373.14223,327501.86495
0,11.6,411,142555.62797,327602.01075
0,14.8,393,137460.8634,322876.37831
1,11,401,142646.44059,322976.59119
0,11.1,408,111602.6357,317800.06933
1,11.1,366,111673.80869,313174.26445
1,14.9,344,111744.98279,308548.44745
1,10.8,403,116791.98004,317881.4826
0,21.1,349,121981.14469,317966.91824
0,12.7,370,116866.46812,313255.72904
0,15.9,342,122059.05661,313341.54156
0,9,357,116940.95523,308629.96621
0,20,353,122136.97546,308715.51935
0,9.4,378,127170.58484,318056.40241
0,13,384,132359.60715,318149.29595
1,10.5,306,127251.57382,313431.07669
0,13.6,362,132444.02294,313523.7144
0,11.3,316,127332.56596,308805.10469
0,14.6,260,132528.43875,308898.11682
1,11.7,320,137548.6861,318245.57923
0,14.8,361,142737.79645,318345.86447
1,15.6,340,137636.41088,313620.06508
0,20.7,385,142828.72206,313720.12449
0,15.5,337,137724.13191,308994.53042
1,27.3,368,142919.65679,309094.91471
0,14.1,386,111816.23386,303917.32665
1,32.1,413,111887.40011,299291.50418
1,14.4,566,111958.55854,294665.67993
0,18,374,117015.5144,303998.90323
0,13.9,372,122214.64196,304084.43714
1,22.1,455,117089.98701,299373.13265
1,20.7,360,122292.59743,299458.73095
1,15.2,504,117164.45379,294747.35982
1,17.5,493,122370.19193,294833.01617
0,7.9,302,127413.99243,304174.02177
0,13,364,132612.94736,304267.08687
1,12.2,406,127494.87058,299548.29773
0,8.2,409,132697.35279,299641.35306
1,20.8,531,127576.14227,294922.6438
0,17,507,132781.75398,295015.74369
0,24.1,259,137811.95694,304363.56234
0,11.8,359,143010.98652,304464.01269
0,23.5,325,137899.6786,299737.88353
0,16.1,283,143101.92857,299838.13126
1,10.5,372,137987.39394,295112.32751
1,26.2,317,143192.83328,295212.95677
1,4.8,563,112029.80487,290034.54351
1,28.1,494,112100.96527,285408.70455
1,10.7,447,112172.12857,280782.87086
1,28.6,598,117239.00742,290116.28429
1,6.7,591,122448.24018,290202.00329
1,21.6,506,117313.47795,285490.49799
1,6.1,493,122525.92268,285576.02585
1,19.6,462,117387.94264,280864.72453
1,3.8,485,122603.54007,280950.7085
1,20.2,515,127657.1319,290291.67862
1,3.8,439,132866.24701,290384.83699
1,26,501,127738.31311,285665.76571
1,3.7,482,132950.64623,285759.2285
0,23.2,481,127819.48224,281040.6648
1,3.5,519,133035.04374,281133.92921
1,15.3,397,138075.20678,290481.47821
1,9.9,356,143284.21241,290582.16665
0,19.6,505,138162.91812,285855.92598
1,14.5,492,143375.12215,285956.34074
1,6.5,599,138250.63141,281230.68298
0,20.7,603,143466.0793,281331.33056
1,17.8,458,147643.59506,332331.48478
1,13.2,457,152822.41781,332438.96857
1,28.5,435,147737.71897,327706.1466
1,14.5,483,152920.06266,327813.71033
0,18.5,451,147832.27316,323080.80353
1,10.3,443,153017.71392,323188.42906
1,16.6,460,158001.2847,332549.85616
1,18.6,443,163179.95745,332664.76271
1,22.1,467,158102.24065,327924.68419
1,18.5,472,163284.3161,328039.95478
1,22.9,405,158203.18896,323299.47543
1,15.2,442,163388.68991,323414.53486
1,35.1,485,168358.87365,332783.64405
1,7.1,476,173537.41071,332905.95767
1,15.7,495,168466.32215,328158.91115
1,22.3,485,173648.26923,328280.98063
1,22.6,484,168573.78679,323533.57279
1,28.1,488,173759.14633,323656.01574
1,22.3,427,178715.93742,333031.65471
1,30.5,431,178830.13191,328406.76011
1,11.4,454,178944.30919,323781.86783
0,12.1,438,147926.50261,318450.13103
1,16.3,414,153115.46861,318557.83515
1,17.5,408,148020.95899,313824.46231
0,18.6,390,153213.11584,313932.52411
0,13.8,351,148115.39727,309199.30135
1,8.8,324,153310.7652,309307.13914
1,11.5,397,158304.25924,318668.96368
1,13.9,408,163492.96538,318783.802
1,12.7,370,158405.20647,314043.73311
1,13.7,372,163597.22513,314158.64801
1,13.2,366,158506.16837,309418.42466
1,18.7,386,163701.48708,309533.42009
1,13.5,450,168681.59201,318902.92314
1,20.6,489,173870.14561,319025.7306
1,11.3,415,168789.15542,314277.83889
1,17.6,460,173981.02153,314400.73059
1,12.1,441,168896.70794,309652.74733
1,19.9,470,174091.89413,309775.77289
1,9.9,484,179058.62592,319151.67231
1,9.9,462,179172.8098,314526.75823
1,13,415,179286.99505,309901.88244
1,12.8,323,148209.62432,304568.49668
1,19.4,372,153408.53352,304676.45394
1,11,312,148304.09233,299942.75943
1,20.4,333,153506.19214,300051.10386
0,18.3,260,148398.55724,295317.65363
1,15.6,274,153603.8467,295425.73778
1,20.2,376,158607.24677,304787.80943
1,20,400,163805.74749,304903.22228
0,28.2,358,158708.22038,300162.52432
1,21.8,364,163910.15124,300278.35393
1,13.1,344,158809.19111,295537.21411
1,16.5,328,164014.43217,295653.11738
1,12.2,403,169004.55287,305022.68752
1,14.7,412,174202.90163,305145.50702
1,15.7,367,169111.9996,300397.88872
1,13.9,368,174313.78647,300520.46102
1,16.7,333,169219.58914,295772.74488
1,21.8,348,174424.66839,295895.40554
1,12.2,406,179401.3035,305271.70554
1,31.5,395,179515.47802,300646.75312
1,19.1,349,179629.65929,296021.79278
1,17.8,355,148492.76878,290686.90945
1,13.7,329,153701.61558,290795.06477
0,32.3,395,148587.23988,286061.14772
1,5.1,385,153799.27699,286169.69016
1,14.9,547,148681.6198,281436.25446
0,3.6,424,153897.00891,281544.53089
0,25.7,274,158910.27493,290906.61067
0,11.5,295,164118.97504,291022.24406
1,29.5,308,159011.24268,286281.30862
1,7.6,253,164222.99912,286397.00361
1,44.8,494,159112.22022,281656.00644
0,12.3,374,164327.5447,281771.77422
0,22.5,341,169327.17955,291141.9487
1,3.2,339,174535.67731,291265.05301
0,21.8,307,169435.02569,286516.79903
1,17,280,174646.56888,286639.99922
0,25.2,269,169542.35736,281891.63873
1,6.2,294,174757.45483,282014.94152
1,21,284,179743.97614,291391.54354
1,15,296,179858.15435,286766.59114
1,11.9,334,179972.27014,282141.79101
0,17.5,384,183894.2792,333161.43098
1,16.6,452,184012.0359,328536.62084
1,16.8,472,184129.23643,323911.81097
0,17.3,347,189072.83323,333295.35798
1,17.6,417,194250.87992,333432.61804
1,17.8,411,189193.35458,328670.6295
1,23.1,394,194374.96727,328808.0477
1,12.2,438,189314.43295,324045.93787
1,19.1,479,194499.05752,324183.45024
1,30.2,382,199428.96645,333573.24171
1,17.9,465,204606.94816,333717.56521
1,20.2,400,199556.34535,328948.77975
1,45.2,437,204737.5152,329093.48886
1,37.9,488,199683.72796,324324.28611
1,16.1,513,204868.39894,324469.11275
1,11.5,496,209784.86725,333866.34444
1,19.3,469,214962.53016,334018.83346
1,12.4,526,209918.8864,329242.18129
1,16.2,524,215099.8473,329394.2878
1,13.4,504,210052.66229,324617.89383
1,3.8,560,215237.15371,324770.09874
1,9.5,472,184247.00015,319282.09077
1,11.3,418,184364.64135,314656.88631
1,9,415,184481.99681,310031.71068
1,14.2,446,189435.21242,319416.30569
1,10.6,468,194623.2863,319553.54128
0,12.6,449,189555.86955,314791.18181
1,12.9,450,194747.37352,314928.90501
0,24.2,417,189676.81907,310166.07784
1,10.8,403,194871.45663,310304.25516
1,20.5,505,199811.25883,319694.48018
1,11.3,569,204999.1301,319839.13791
1,7.2,443,199938.64511,315069.95686
1,6.9,601,205129.70064,315214.99675
0,7.3,451,200066.02776,310445.41301
1,8.4,596,205260.47762,310590.8442
1,9.1,590,210186.91553,319988.02383
0,4.9,589,215374.6133,320140.58948
1,9.1,612,210320.99602,315363.97813
1,8.5,571,215511.91842,315516.34735
1,8.5,609,210454.87303,310739.91494
1,9,561,215649.22076,310892.0939
0,11.7,380,184599.51791,305401.84824
1,6,352,184717.16378,300777.00671
1,9.9,316,184834.56257,296151.91491
1,12.1,415,189797.86827,305536.16524
1,7.9,346,194995.70846,305674.04008
1,11.7,352,189918.44202,300911.27588
1,13.7,383,195119.82231,301049.10286
1,14.6,320,190039.31779,296286.26669
1,10.3,376,195243.93858,296424.39788
0,14.9,500,200193.58987,305815.28518
1,13.6,545,205391.30849,305960.92766
0,43,421,200321.03608,301190.41685
1,17.2,475,205522.1172,301336.24758
1,24.2,399,200448.47001,296565.78567
0,12.8,526,205652.87746,296711.68495
1,19.8,574,210589.0511,306110.22375
0,7.5,503,215786.71543,306262.50284
1,10.7,569,210723.12668,301485.76084
1,8.6,451,215924.09019,301638.14867
1,10.8,541,210857.19964,296861.28594
1,11,506,216061.46205,297013.78496
1,6.5,317,184952.17281,291521.76048
1,66.6,304,185069.56322,286897.13246
0,7.5,360,185187.17849,282272.67131
1,41.1,376,190160.24429,291656.19756
1,7.7,393,195368.19539,291794.39621
1,29.5,332,190281.11494,287031.66011
1,10.1,381,195492.30171,287169.69246
0,7.8,370,190401.75881,282407.24431
0,15,457,195616.45956,282545.11774
1,5.2,455,200576.05124,291935.85116
1,17,502,205783.78606,292081.82561
0,2.1,475,200703.48402,287311.21371
1,13.1,420,205914.70259,287456.87231
0,5.7,469,200830.86076,282686.71244
1,14.1,382,206045.31341,282832.18496
1,4.9,492,210991.42487,292231.51536
0,13,462,216198.99601,292384.12482
1,9.6,536,211125.35619,287606.64117
1,12.9,450,216336.3708,287759.75377
1,6.3,534,211259.6437,282981.89953
1,13.8,427,216473.75026,283135.35373
1,7.3,425,220140.17176,334174.29755
0,18.7,459,220280.80993,329549.843
1,8.6,370,225461.8053,329709.54686
1,22.6,478,220421.43439,324925.73482
1,5.9,399,225605.59823,325085.08982
1,20.1,491,220562.21874,320296.31552
1,4.4,433,225749.70447,320455.75252
1,23.2,465,220702.83616,315672.16961
1,2.7,422,225893.47057,315832.12559
1,22.5,483,220843.4595,311048.00711
1,3.1,457,226037.55888,311208.4991
1,9.2,359,230937.04209,320619.77875
1,6.7,400,236124.25931,320787.53477
1,10.4,436,231084.45418,315996.25315
1,7.6,402,236274.83509,316163.66576
1,8.6,462,231231.55318,311372.66908
1,2.8,412,236425.41919,311539.70717
1,7.2,427,241311.37345,320958.14149
1,0.5,334,241465.27341,316334.37127
1,8.2,341,241619.1553,311710.54451
0,3.1,351,246811.78186,311882.48472
1,20.4,455,220984.26786,306418.5082
1,4.7,462,226181.69901,306579.06426
1,9.4,445,221124.94448,301794.25773
1,7.8,413,226325.66211,301954.88581
1,21.4,429,221265.62526,297170.00208
0,5.1,394,226469.6473,297330.74384
1,16.5,476,231378.9626,306743.30293
1,4.6,418,236576.17399,306910.44043
1,18.4,459,231526.26166,302119.24317
1,18,395,236726.75273,302286.53136
1,20.9,442,231673.54327,297495.20748
1,4.3,373,236877.33749,297662.60316
1,12.4,362,241773.25545,307081.37728
1,2.1,322,246970.15398,307256.44464
1,21.2,329,241927.12891,302457.53763
0,2.9,322,247127.36279,302632.72105
1,15.9,333,242081.01304,297833.73185
1,3.1,326,247284.56347,298009.04097
1,18.1,404,221406.46587,292540.45309
1,10,394,226613.7939,292701.29494
1,12.5,416,221547.1395,287916.19325
1,6.9,390,226757.9303,288076.7527
0,10.6,408,221687.82008,283291.90121
0,17.6,397,226901.60256,283452.58222
1,12.6,398,231820.98693,292865.87593
1,13.6,399,237028.09509,293033.38708
0,17.3,358,231968.1405,288241.43114
1,12.4,393,237178.68162,288409.46117
1,13.1,362,232115.7185,283617.40726
1,10.7,386,237329.31189,283785.44049
1,17.6,340,242235.08829,293204.6323
1,13.4,293,247441.93813,293380.06143
1,14.8,345,242388.975,288580.82146
1,18.3,297,247599.2248,288756.1403
1,23,393,242542.83612,283956.91367
1,15.8,324,247756.33378,284132.20925
1,17.6,338,252968.698,284308.84655
0,15.3,344,-211345.60336,278348.26221
0,16.1,351,-211479.57204,273723.57953
0,13.4,339,-211613.69616,269098.90534
0,8.4,328,-206127.97398,278199.07191
0,11.5,357,-200910.31485,278053.18561
0,10.1,353,-206258.79047,273574.30453
0,25.9,327,-201037.72158,273428.60133
0,26.5,359,-206389.45168,268949.53934
0,30.7,331,-201165.1441,268803.96092
0,15.1,334,-195692.49609,277911.09285
0,10.5,407,-190474.66203,277772.73644
0,14.6,325,-195816.62762,273286.41419
0,12.3,373,-190595.44742,273147.96323
0,10.7,363,-195940.74707,268661.68129
0,14.1,366,-190716.24827,268523.13622
0,17.2,383,-185256.66304,277638.65391
0,7.3,398,-185374.17657,273013.8011
0,22,381,-185491.66243,268388.89016
0,33.9,294,-211747.88573,264469.15499
0,13.6,322,-211881.99638,259844.93375
0,35.7,321,-212015.90828,255220.82056
0,46.9,355,-206520.33577,264319.70133
0,44.9,317,-201292.71395,264174.03286
0,16.9,299,-206650.97604,259695.38485
0,12.3,319,-201420.13539,259549.40969
0,15.7,303,-206781.84134,255071.26741
0,13.6,315,-201547.54727,254925.14704
0,10.4,348,-196065.00563,264031.66328
0,5.8,370,-190837.19402,263893.03208
0,5.6,329,-196189.11812,259406.9552
0,6,381,-190958.08704,259268.50131
0,11.3,322,-196313.22005,254782.60141
0,8.6,374,-191078.68853,254644.0575
0,15,410,-185609.28769,263758.69385
0,8.3,386,-185726.67754,259134.07
0,14.7,377,-185844.2952,254509.37465
0,9.2,298,-212150.1789,250591.37648
0,29.8,295,-212284.01681,245966.83475
0,10.6,317,-212418.25502,241342.44728
0,18.8,332,-206912.57349,250441.80902
0,7.6,354,-201675.09673,250295.59554
0,13.3,295,-207043.46743,245817.18304
0,11.8,343,-201802.49609,245671.00285
0,12.3,306,-207173.94491,241192.69077
0,17.9,344,-201929.89702,241046.42827
0,13.3,376,-196437.45548,250152.96005
0,16.1,370,-191199.71326,250014.07789
0,13,374,-196561.54216,245528.28189
0,27.1,370,-191320.49584,245389.31274
0,13.8,352,-196685.63448,240903.61841
0,16,377,-191441.27936,240764.56281
0,23,369,-185961.93194,249879.26314
0,13.5,368,-186079.35139,245254.54009
0,18.1,377,-186196.82679,240629.70853
0,14.3,346,-212552.30009,236713.08393
0,40.5,338,-212686.31432,232088.74423
0,8.1,330,-212820.2201,227464.14088
0,17.2,306,-207304.90354,236563.23826
0,15.7,317,-202057.43941,236416.58912
0,11.9,334,-207435.60451,231938.81228
0,13.9,302,-202184.83492,231792.07223
0,15,309,-207566.48305,227314.26601
0,16.6,292,-202312.22611,227167.87384
0,22.6,338,-196809.8712,236273.69066
0,20.6,343,-191562.2789,236134.76528
0,9.5,340,-196933.95945,231649.08341
0,16.7,343,-191682.96845,231510.29115
0,7.4,311,-197058.04124,227024.79748
0,17.6,348,-191803.61192,226885.55205
0,13.7,391,-186314.34548,235999.82699
0,12.4,383,-186431.89047,231375.26797
0,23,370,-186549.50536,226750.45506
0,25,426,-180038.69748,277508.29934
0,11,401,-180152.82913,272883.41685
0,27.8,398,-180267.00706,268258.4247
0,13.7,426,-174820.55101,277381.11464
1,17,380,-169602.37159,277258.05254
0,32.5,429,-174931.40383,272756.26105
0,19.1,414,-169709.88736,272633.18469
0,9,406,-175042.26935,268131.17379
0,15.2,439,-169817.43924,268008.01373
0,25.9,408,-164384.05295,277138.7105
0,43.9,395,-159165.67721,277022.82254
0,21.2,402,-164488.27387,272513.83129
1,26.7,396,-159266.58123,272397.85461
0,30.5,431,-164592.50648,267888.57298
0,27.5,404,-159367.49876,267772.5044
1,8.6,431,-153947.13516,276910.84337
1,40.1,434,-148728.82122,276802.67032
0,20.3,414,-154044.8016,272285.60353
1,38.1,412,-148822.92677,272177.58929
0,32.8,382,-154142.39309,267660.17216
0,8.7,394,-148917.11953,267551.82845
0,36.5,407,-180381.31205,263628.13328
0,17,414,-180495.491,259003.15593
0,14.6,390,-180609.71797,254378.32975
0,37.4,399,-175153.26509,263500.79491
1,1.8,423,-169925.05183,263377.37071
0,22.2,426,-175264.12802,258875.72885
1,1.2,432,-170032.67054,258752.0488
0,32.1,418,-175374.98031,254250.94434
0,0.2,437,-170140.21234,254127.17847
0,27.9,418,-164696.93542,263257.85255
0,0.7,382,-159468.51998,263141.88098
1,34.6,426,-164801.10066,258632.44515
0,1.5,424,-159569.43979,258516.55959
0,36.4,439,-164905.35027,254007.53346
1,14.6,453,-159670.2844,253891.43204
0,9.1,442,-154240.1065,263029.46876
1,0.8,391,-149011.69116,262921.04833
1,8.5,386,-154337.70019,258404.06617
1,1.6,429,-149105.8712,258295.82003
1,16.5,387,-154435.35747,253778.86177
1,2.9,415,-149200.05498,253670.45347
0,12.8,387,-180723.91796,249748.34585
0,2.2,408,-180838.12677,245123.5387
0,4.3,397,-180952.28398,240498.62078
0,16.7,411,-175485.96562,249620.87666
0,3,411,-170247.95581,249497.24824
0,6.9,394,-175596.81799,244995.85529
0,2.1,402,-170355.40495,244872.37017
0,4.3,383,-175707.66648,240370.857
0,1.8,401,-170462.86834,240247.06465
0,7,436,-165009.58764,249377.56792
0,4.4,422,-159771.44557,249261.22247
0,11.1,431,-165113.89873,244752.61964
0,12.8,434,-159872.30369,244636.15302
0,1.6,413,-165218.22106,240127.24383
0,11.4,417,-159973.23014,240010.93478
1,3.6,411,-154532.93926,249148.56805
0,7.6,379,-149294.55382,249039.84486
0,6.1,428,-154630.62395,244523.43494
0,10,410,-149388.86744,244414.46876
0,3,434,-154728.24482,239898.14959
0,7.6,439,-149483.24138,239789.29264
0,3.5,385,-181066.58055,235868.44078
0,3.7,368,-181180.74291,231243.57749
0,4.1,364,-181294.89792,226619.04426
0,6.9,383,-175818.64772,235740.59075
0,9.6,404,-170570.70406,235616.72254
0,3.7,372,-175929.50003,231115.64635
0,2.3,391,-170678.15285,230991.92138
0,8.7,365,-176040.29154,226490.88171
0,4.5,370,-170785.6698,226366.8534
0,9.5,395,-165322.40418,235496.8206
0,8.1,404,-160074.27072,235380.44306
0,18.8,387,-165426.71386,230871.94307
0,13.1,399,-160175.20094,230755.27318
0,13.8,408,-165530.96044,226246.7536
0,14.8,407,-160276.12648,226130.03641
0,9.4,425,-154825.97583,235267.5919
0,10,442,-149577.59322,235158.8395
1,17.9,431,-154923.60046,230642.35491
0,5.3,436,-149671.90517,230533.53867
0,9.9,399,-155021.23441,226017.10533
0,13.6,403,-149766.21649,225908.27214
0,24.1,437,-143509.84709,276698.44015
1,21.6,414,-138291.27463,276597.86089
1,12.9,390,-143600.97706,272073.3069
0,16,405,-138378.94822,271972.24466
0,26.6,416,-143692.04355,267447.48621
0,22.3,444,-138466.62181,267346.62694
1,17.3,411,-133072.47567,276500.58071
0,43.7,410,-127853.64537,276407.16511
1,7.7,427,-133156.84482,271874.91808
1,9,420,-127934.62509,271781.45743
1,9.8,458,-133241.22572,267249.25538
1,17.1,459,-128015.80243,267155.74843
0,8.3,417,-122634.62334,276317.6628
1,10.3,423,-117415.73322,276231.80358
0,8.3,455,-122712.50571,271691.88747
1,3.2,471,-117490.19413,271605.95536
1,8.4,463,-122790.17545,267066.12705
1,11.2,481,-117564.647,266980.14218
1,7,457,-112196.731,276149.53706
1,18,462,-112267.87056,271523.63447
0,9,472,-112339.01266,266897.75995
0,11.7,427,-143782.93545,262816.63175
0,11.3,445,-138554.39308,262715.719
1,29.4,416,-143873.99399,258191.33992
1,29.3,431,-138642.06645,258090.13524
0,21.2,445,-143965.02866,253565.83775
1,28.4,431,-138729.73209,253464.75916
1,19.3,465,-133325.69205,262618.30673
1,18,467,-128096.87728,262524.76084
1,20.3,438,-133410.06847,257992.67059
1,12.8,464,-128178.00733,257898.9537
0,8.3,452,-133494.40252,253367.15071
0,27,440,-128259.17609,253273.56164
0,39.1,486,-122868.13495,262435.09204
1,12.1,487,-117639.18676,262349.04073
0,24.3,466,-122945.85762,257809.23793
1,13.2,460,-117713.64245,257723.25272
0,23.6,425,-123023.52407,253183.78951
1,22.6,437,-117788.10172,253097.47315
1,27,472,-112410.23624,262266.5932
1,34.3,458,-112481.37636,257640.74302
1,18.3,444,-112552.51653,253014.90704
0,14.1,396,-144056.05284,248935.08509
0,6.6,438,-138817.50908,248834.12043
0,8.8,386,-144147.05663,244309.64368
0,4.6,426,-138905.1987,244208.6102
0,4.6,417,-144237.98627,239684.39308
0,7.2,345,-138992.88423,239583.11522
0,23.2,432,-133578.94413,248736.4589
0,34.6,429,-128340.18713,248642.97601
0,15.1,414,-133663.27361,244110.97756
1,3.6,409,-128421.28208,244017.43065
0,10.2,353,-133747.65003,239485.41101
0,7.7,372,-128502.27807,239391.63158
1,13,419,-123101.51692,248553.18515
1,3.4,410,-117862.62882,248466.68193
1,14,406,-123179.20583,243927.61498
1,1.8,414,-117937.05735,243841.19246
0,12.8,409,-123257.01774,239301.76014
0,10.7,416,-118011.49338,239215.44593
1,3.1,426,-112623.72657,248384.06476
0,11.3,446,-112694.84765,243758.52405
0,2,426,-112765.97152,239132.72217
1,11,396,-144329.15241,235053.87568
0,11.7,351,-139080.67,234952.34844
0,5.7,390,-144420.15468,230428.50965
0,11.6,364,-139168.3572,230326.9102
0,18.9,405,-144511.1569,225803.17101
0,60.3,407,-139256.04808,225701.50518
0,7.5,387,-133832.12303,234854.57923
0,40.9,390,-128583.49578,234760.5677
0,6.1,423,-133916.48904,230229.07321
0,36.5,413,-128664.55392,230134.99521
0,7.3,357,-134000.8626,225603.60345
1,9.7,431,-128745.60743,225509.46692
0,7.5,385,-123334.79208,234670.62772
0,26.7,437,-118086.01178,234584.43043
0,6.8,430,-123412.53221,230044.99187
0,45.1,439,-118160.44081,229958.73989
0,5.3,418,-123490.27604,225419.40827
0,20,408,-118234.87238,225333.10325
0,8.4,451,-112837.17647,234501.65479
0,24.8,453,-112908.29778,229875.91424
0,15.6,408,-112979.41733,225250.22112
1,26.5,501,-106977.61458,276071.136
1,11,465,-107045.57531,271445.26787
1,14.7,491,-107113.31597,266819.55825
1,3.2,487,-101758.61672,275996.67909
1,15.3,506,-96539.32668,275925.79973
1,6,487,-101822.95384,271370.84306
1,16.9,502,-96600.52922,271299.9191
1,17.3,478,-101887.5521,266745.08465
1,5.7,474,-96661.73299,266673.8928
1,27.1,528,-91320.08184,275858.43097
1,2,525,-86100.75784,275794.87679
1,17.6,500,-91377.97037,271232.50876
1,4.2,504,-86155.36335,271168.84229
1,13.5,464,-91435.85987,266606.44319
1,9.2,510,-86209.94757,266542.72753
1,10.2,503,-80881.4121,275735.24709
1,19.2,529,-75661.9634,275679.2253
1,10.7,512,-80932.68453,271109.09887
1,15.7,525,-75709.93207,271053.04422
0,10,512,-80983.95387,266482.94132
1,18.3,458,-75757.90073,266426.86057
0,5.9,472,-107181.21904,262188.33769
1,18.7,445,-107248.96309,257562.20683
1,12,439,-107316.95872,252936.31805
1,28.9,466,-101952.13976,262113.82134
1,21.2,450,-96723.00398,262042.58522
1,31.1,438,-102016.7435,257487.64121
1,42.8,462,-96784.20712,257416.58051
1,22.1,507,-102081.1271,252861.81977
1,19.9,527,-96845.40711,252790.83758
